Identifier,Identifier_Status,Announcement_Type,Announcement_Date,Issue,Issue_No,Status,Country,Maturity,Amt,Company,Company_No,Prev_Rating,Prev_Time,Curr_Rating,Curr_Time
335778,Valid,Others,,,,,,,,,,,,,
335789,Valid,Others,,,,,,,,,,,,,
335800,Valid,Others,,,,,,,,,,,,,
335815,Valid,Others,,,,,,,,,,,,,
335821,Valid,Others,,,,,,,,,,,,,
335822,Valid,Others,,,,,,,,,,,,,
335840,Valid,Others,,,,,,,,,,,,,
335842,Valid,Others,,,,,,,,,,,,,
335843,Valid,Others,,,,,,,,,,,,,
335844,Valid,Others,,,,,,,,,,,,,
335846,Valid,Others,,,,,,,,,,,,,
335847,Valid,Others,,,,,,,,,,,,,
335905,Valid,Update,"March 28, 2006  ",,,,,,,VTB,50.0,,,,
335911,Valid,Update,"March 28, 2006  ",,,,,,,,,,,,
335916,Valid,Others,,,,,,,,,,,,,
335917,Valid,Update,"March 28, 2006  ",,,,,,,Rostelecom,1577.0,,,,
335919,Valid,Others,,,,,,,,,,,,,
335924,Valid,Others,,,,,,,,,,,,,
335930,Valid,Others,,,,,,,,,,,,,
335931,Valid,Others,,,,,,,,,,,,,
335954,Valid,Others,,,,,,,,,,,,,
335956,Valid,Others,,,,,,,,,,,,,
335957,Valid,Others,,,,,,,,,,,,,
335958,Valid,Others,,,,,,,,,,,,,
335959,Valid,Others,,,,,,,,,,,,,
335982,Valid,Others,,,,,,,,,,,,,
335991,Valid,Others,,,,,,,,,,,,,
336002,Valid,Others,,,,,,,,,,,,,
336008,Valid,Others,,,,,,,,,,,,,
336009,Valid,Others,,,,,,,,,,,,,
336010,Valid,Update,"March 29, 2006  ",,,,,,,Uraltransbank,2557.0,,,,
336012,Valid,Others,,,,,,,,,,,,,
336035,Valid,Others,,,,,,,,,,,,,
336037,Valid,Others,,,,,,,,,,,,,
336044,Valid,Others,,,,,,,,,,,,,
336062,Valid,Others,,,,,,,,,,,,,
336072,Valid,Others,,,,,,,,,,,,,
336074,Valid,Others,,,,,,,,,,,,,
336080,Valid,Others,,,,,,,,,,,,,
336082,Valid,Update,"March 30, 2006  ",,,,,,,South Africa,446.0,,,,
336085,Valid,Others,,,,,,,,,,,,,
336086,Valid,Others,,,,,,,,,,,,,
336120,Valid,Others,,,,,,,,,,,,,
336122,Valid,Others,,,,,,,,,,,,,
336129,Valid,Others,,,,,,,,,,,,,
336133,Valid,Others,,,,,,,,,,,,,
336139,Valid,Others,,,,,,,,,,,,,
336140,Valid,Others,,,,,,,,,,,,,
336146,Valid,Update,"March 30, 2006  ","ForteBank, 9% 22nov2010, USD",5029.0,,,,,ForteBank,361.0,,,,
336162,Valid,Others,,,,,,,,,,,,,
336164,Valid,Others,,,,,,,,,,,,,
336203,Valid,Update,"March 31, 2006  ",,,,,,,Yamalo-Nenetsky AO Finance department,274.0,,,,
336213,Valid,Others,,,,,,,,,,,,,
336239,Valid,Update,"March 31, 2006  ",,,,,,,,,,,,
336248,Valid,Others,,,,,,,,,,,,,
336251,Valid,Others,,,,,,,,,,,,,
336274,Valid,Others,,,,,,,,,,,,,
336277,Valid,Others,,,,,,,,,,,,,
336288,Valid,Others,,,,,,,,,,,,,
336324,Valid,Others,,,,,,,,,,,,,
336343,Valid,Update,"April 03, 2006  ",,,,,,,,,,,,
336396,Valid,Others,,,,,,,,,,,,,
336404,Valid,Others,,,,,,,,,,,,,
336406,Valid,Others,,,,,,,,,,,,,
336409,Valid,Others,,,,,,,,,,,,,
336445,Valid,Others,,,,,,,,,,,,,
336452,Valid,Update,"April 04, 2006  ",,,,,,,Moldova,2502.0,,,,
336465,Valid,Others,,,,,,,,,,,,,
336477,Valid,Others,,,,,,,,,,,,,
336478,Valid,Others,,,,,,,,,,,,,
336504,Valid,Others,,,,,,,,,,,,,
336507,Valid,Others,,,,,,,,,,,,,
336508,Valid,Others,,,,,,,,,,,,,
336511,Valid,Others,,,,,,,,,,,,,
336515,Valid,Others,,,,,,,,,,,,,
336539,Valid,Others,,,,,,,,,,,,,
336597,Valid,Others,,,,,,,,,,,,,
336605,Valid,Others,,,,,,,,,,,,,
336649,Valid,Others,,,,,,,,,,,,,
336674,Valid,Others,,,,,,,,,,,,,
336708,Valid,Others,,,,,,,,,,,,,
336754,Valid,Update,"April 06, 2006  ",,,,,,,VimpelCom,131.0,,,,
336788,Valid,Others,,,,,,,,,,,,,
336792,Valid,Others,,,,,,,,,,,,,
336801,Valid,Others,,,,,,,,,,,,,
336824,Valid,Update,"April 07, 2006  ",,,,,,,BTA bank,332.0,,,,
336862,Valid,Update,"April 07, 2006  ",,,,,,,MMK,33.0,,,,
336904,Valid,Others,,,,,,,,,,,,,
336910,Valid,Others,,,,,,,,,,,,,
336959,Valid,Others,,,,,,,,,,,,,
336963,Valid,Others,,,,,,,,,,,,,
337061,Valid,Others,,,,,,,,,,,,,
337066,Valid,Others,,,,,,,,,,,,,
337080,Valid,Others,,,,,,,,,,,,,
337085,Valid,Update,"April 11, 2006  ",,,,,,,Gazprom,21.0,,,,
337110,Valid,Others,,,,,,,,,,,,,
337111,Valid,Others,,,,,,,,,,,,,
337112,Valid,Others,,,,,,,,,,,,,
337114,Valid,Others,,,,,,,,,,,,,
337117,Valid,Others,,,,,,,,,,,,,
337120,Valid,Others,,,,,,,,,,,,,
337124,Valid,Update,"April 12, 2006  ",,,,,,,Poland,436.0,,,,
337145,Valid,Others,,,,,,,,,,,,,
337148,Valid,Others,,,,,,,,,,,,,
337162,Valid,Others,,,,,,,,,,,,,
337172,Valid,Others,,,,,,,,,,,,,
337191,Valid,Update,"April 12, 2006  ",,,,,,,Pyaterochka Finance,2164.0,,,,
337192,Valid,Others,,,,,,,,,,,,,
337208,Valid,Update,"April 12, 2006  ","VTB, 7% 13apr2009, RUB",5683.0,,,,,VTB,50.0,,,,
337211,Valid,Update,"April 12, 2006  ",,,,,,,Ukrsotsbank,670.0,,,,
337260,Valid,Update,"April 13, 2006  ","Lukoil, 3.5% 20nov2007, USD (Conv.)",469.0,,,,,Lukoil,128.0,,,,
337302,Valid,Others,,,,,,,,,,,,,
337316,Valid,Others,,,,,,,,,,,,,
337355,Valid,Update,"April 14, 2006  ",,,,,,,,,,,,
337391,Valid,Others,,,,,,,,,,,,,
337424,Valid,Others,,,,,,,,,,,,,
337446,Valid,Others,,,,,,,,,,,,,
337485,Valid,Others,,,,,,,,,,,,,
337530,Valid,Others,,,,,,,,,,,,,
337553,Valid,Others,,,,,,,,,,,,,
337556,Valid,Others,,,,,,,,,,,,,
337557,Valid,Others,,,,,,,,,,,,,
337561,Valid,Others,,,,,,,,,,,,,
337564,Valid,Others,,,,,,,,,,,,,
337566,Valid,Update,"April 18, 2006  ",,,,,,,Peru,466.0,,,,
337567,Valid,Update,"April 18, 2006  ",,,,,,,,,,,,
337636,Valid,Update,"April 19, 2006  ","BINBank (doesn't exist), 9.5% 18may2009, USD",5767.0,,,,,BINBank (doesn't exist),500.0,,,,
337649,Valid,Others,,,,,,,,,,,,,
337650,Valid,Others,,,,,,,,,,,,,
337651,Valid,Others,,,,,,,,,,,,,
337652,Valid,Others,,,,,,,,,,,,,
337653,Valid,Others,,,,,,,,,,,,,
337654,Valid,Others,,,,,,,,,,,,,
337659,Valid,Others,,,,,,,,,,,,,
337660,Valid,Update,"April 19, 2006  ","Republic of Sakha (Yakutia), 35001",5728.0,,,,,Republic of Sakha (Yakutia),170.0,,,,
337672,Valid,Others,,,,,,,,,,,,,
337674,Valid,Others,,,,,,,,,,,,,
337690,Valid,Others,,,,,,,,,,,,,
337700,Valid,Others,,,,,,,,,,,,,
337701,Valid,Others,,,,,,,,,,,,,
337738,Valid,Update,"April 20, 2006  ","ATFBank, 9.0% 11may2016, USD",5788.0,,,,,ATFBank,363.0,,,,
337744,Valid,Others,,,,,,,,,,,,,
337745,Valid,Others,,,,,,,,,,,,,
337766,Valid,Others,,,,,,,,,,,,,
337767,Valid,Others,,,,,,,,,,,,,
337769,Valid,Others,,,,,,,,,,,,,
337943,Valid,Update,"April 24, 2006  ",,,,,,,EuroChem,2943.0,,,,
337950,Valid,Others,,,,,,,,,,,,,
337974,Valid,Update,"April 24, 2006  ",,,,,,,Moscow region government,186.0,,,,
337978,Valid,Others,,,,,,,,,,,,,
337979,Valid,Update,"April 24, 2006  ",,,,,,,Sberbank CIB,897.0,,,,
337986,Valid,Others,,,,,,,,,,,,,
337987,Valid,Update,"April 24, 2006  ",,,,,,,Bashkortostan republic,10.0,,,,
338050,Valid,Update,"April 25, 2006  ","BM-Bank, 7.335% 13may2013, USD",5802.0,,,,,BM-Bank,849.0,,,,
338079,Valid,Update,"April 25, 2006  ","Halyk Bank, 7.750% 13may2013, USD",5803.0,,,,,Halyk Bank,367.0,,,,
338158,Valid,Others,,,,,,,,,,,,,
338161,Valid,Update,"April 26, 2006  ",,,,,,,,,,,,
338162,Valid,Update,"April 26, 2006  ",,,,,,,URSA Bank,1714.0,,,,
338202,Valid,Update,"April 26, 2006  ","Otkritie Bank, 8.25% 12may2009, USD",5797.0,,,,,,,,,,
338235,Valid,Update,"April 27, 2006  ",,,,,,,Serbia,2601.0,,,,
338241,Valid,Update,"April 27, 2006  ",,,,,,,,,,,,
338258,Valid,Others,,,,,,,,,,,,,
338260,Valid,Others,,,,,,,,,,,,,
338262,Valid,Others,,,,,,,,,,,,,
338266,Valid,Others,,,,,,,,,,,,,
338284,Valid,Others,,,,,,,,,,,,,
338289,Valid,Others,,,,,,,,,,,,,
338305,Valid,Others,,,,,,,,,,,,,
338309,Valid,Others,,,,,,,,,,,,,
338333,Valid,Others,,,,,,,,,,,,,
338351,Valid,Others,,,,,,,,,,,,,
338379,Valid,Update,"April 28, 2006  ",,,,,,,UkrSibbank,628.0,,,,
338380,Valid,Update,"April 28, 2006  ",,,,,,,Petersburg Social Commercial Bank,3246.0,,,,
338400,Valid,Others,,,,,,,,,,,,,
338416,Valid,Others,,,,,,,,,,,,,
338419,Valid,Others,,,,,,,,,,,,,
338421,Valid,Update,"April 28, 2006  ",,,,,,,Sri Lanka,2856.0,,,,
338422,Valid,Update,"April 28, 2006  ",,,,,,,,,,,,
338423,Valid,Others,,,,,,,,,,,,,
338481,Valid,Update,"April 28, 2006  ",,,,,,,AFK Sistema,212.0,,,,
338482,Valid,Others,,,,,,,,,,,,,
338485,Valid,Update,"April 28, 2006  ",,,,,,,Russian Agricultural Bank,1672.0,,,,
338510,Valid,Others,,,,,,,,,,,,,
338515,Valid,Others,,,,,,,,,,,,,
338529,Valid,Others,,,,,,,,,,,,,
338531,Valid,Others,,,,,,,,,,,,,
338532,Valid,Others,,,,,,,,,,,,,
338534,Valid,Others,,,,,,,,,,,,,
338549,Valid,Update,"May 02, 2006  ",,,,,,,,,,,,
338556,Valid,Others,,,,,,,,,,,,,
338558,Valid,Others,,,,,,,,,,,,,
338559,Valid,Others,,,,,,,,,,,,,
338561,Valid,Others,,,,,,,,,,,,,
338569,Valid,Others,,,,,,,,,,,,,
338603,Valid,Others,,,,,,,,,,,,,
338604,Valid,Others,,,,,,,,,,,,,
338614,Valid,Others,,,,,,,,,,,,,
338615,Valid,Others,,,,,,,,,,,,,
338629,Valid,Others,,,,,,,,,,,,,
338630,Valid,Others,,,,,,,,,,,,,
338631,Valid,Others,,,,,,,,,,,,,
338632,Valid,Update,"May 03, 2006  ",,,,,,,Belgium,484.0,,,,
338641,Valid,Update,"May 03, 2006  ",,,,,,,Rostelecom,1577.0,,,,
338642,Valid,Update,"May 03, 2006  ","Russian Agricultural Bank, 7.175% 16may2013, USD (1)",5825.0,,,,,Russian Agricultural Bank,1672.0,,,,
338643,Valid,Others,,,,,,,,,,,,,
338645,Valid,Others,,,,,,,,,,,,,
338652,Valid,Others,,,,,,,,,,,,,
338672,Valid,Others,,,,,,,,,,,,,
338694,Valid,Others,,,,,,,,,,,,,
338695,Valid,Others,,,,,,,,,,,,,
338706,Valid,Others,,,,,,,,,,,,,
338707,Valid,Others,,,,,,,,,,,,,
338708,Valid,Others,,,,,,,,,,,,,
338710,Valid,Others,,,,,,,,,,,,,
338712,Valid,Others,,,,,,,,,,,,,
338713,Valid,Others,,,,,,,,,,,,,
338716,Valid,Others,,,,,,,,,,,,,
338717,Valid,Others,,,,,,,,,,,,,
338718,Valid,Others,,,,,,,,,,,,,
338719,Valid,Others,,,,,,,,,,,,,
338721,Valid,Others,,,,,,,,,,,,,
338727,Valid,Others,,,,,,,,,,,,,
338749,Valid,Others,,,,,,,,,,,,,
338757,Valid,Update,"May 04, 2006  ",,,,,,,IMPEXBANK,181.0,,,,
338760,Valid,Update,"May 04, 2006  ",,,,,,,Irkutskenergo,127.0,,,,
338766,Valid,Others,,,,,,,,,,,,,
338768,Valid,Others,,,,,,,,,,,,,
338799,Valid,Others,,,,,,,,,,,,,
338801,Valid,Others,,,,,,,,,,,,,
338804,Valid,Others,,,,,,,,,,,,,
338809,Valid,Others,,,,,,,,,,,,,
338811,Valid,Others,,,,,,,,,,,,,
338814,Valid,Others,,,,,,,,,,,,,
338816,Valid,Others,,,,,,,,,,,,,
338818,Valid,Others,,,,,,,,,,,,,
338820,Valid,Others,,,,,,,,,,,,,
338821,Valid,Others,,,,,,,,,,,,,
338822,Valid,Others,,,,,,,,,,,,,
338825,Valid,Others,,,,,,,,,,,,,
338833,Valid,Others,,,,,,,,,,,,,
338834,Valid,Others,,,,,,,,,,,,,
338836,Valid,Others,,,,,,,,,,,,,
338837,Valid,Others,,,,,,,,,,,,,
338839,Valid,Others,,,,,,,,,,,,,
338853,Valid,Others,,,,,,,,,,,,,
338854,Valid,Others,,,,,,,,,,,,,
338866,Valid,Others,,,,,,,,,,,,,
338873,Valid,Others,,,,,,,,,,,,,
338874,Valid,Others,,,,,,,,,,,,,
338906,Valid,Others,,,,,,,,,,,,,
338908,Valid,Others,,,,,,,,,,,,,
338911,Valid,Others,,,,,,,,,,,,,
338949,Valid,Others,,,,,,,,,,,,,
338950,Valid,Others,,,,,,,,,,,,,
338951,Valid,Others,,,,,,,,,,,,,
338952,Valid,Others,,,,,,,,,,,,,
338953,Valid,Others,,,,,,,,,,,,,
338970,Valid,Others,,,,,,,,,,,,,
338971,Valid,Others,,,,,,,,,,,,,
338995,Valid,Others,,,,,,,,,,,,,
339028,Valid,Others,,,,,,,,,,,,,
339136,Valid,Others,,,,,,,,,,,,,
339142,Valid,Others,,,,,,,,,,,,,
339145,Valid,Others,,,,,,,,,,,,,
339174,Valid,Update,"May 11, 2006  ","BINBank (doesn't exist), 9.5% 18may2009, USD",5767.0,,,,,BINBank (doesn't exist),500.0,,,,
339194,Valid,Others,,,,,,,,,,,,,
339195,Valid,Others,,,,,,,,,,,,,
339232,Valid,Others,,,,,,,,,,,,,
339375,Valid,Update,"May 15, 2006  ",,,,,,,FC EvrazHolding,179.0,,,,
339528,Valid,Others,,,,,,,,,,,,,
339581,Valid,Update,"May 17, 2006  ","ForteBank, 8.75% 20apr2011, USD",5716.0,,,,,ForteBank,361.0,,,,
339594,Valid,Update,"May 17, 2006  ","Absolut Bank, 8.75% 7apr2009, USD",5644.0,,,,,,,,,,
339597,Valid,Update,"May 17, 2006  ",,,,,,,,,,,,
339618,Valid,Others,,,,,,,,,,,,,
339619,Valid,Others,,,,,,,,,,,,,
339631,Valid,Others,,,,,,,,,,,,,
339639,Valid,Others,,,,,,,,,,,,,
339703,Valid,Others,,,,,,,,,,,,,
339714,Valid,Others,,,,,,,,,,,,,
339747,Valid,Others,,,,,,,,,,,,,
339766,Valid,Update,"May 19, 2006  ","Absolut Bank, 8.75% 7apr2009, USD",5644.0,,,,,,,,,,
339813,Valid,Others,,,,,,,,,,,,,
339870,Valid,Others,,,,,,,,,,,,,
339901,Valid,Update,"May 22, 2006  ",,,,,,,,,,,,
339902,Valid,Update,"May 22, 2006  ",,,,,,,Leningrad region,7.0,,,,
339903,Valid,Update,"May 22, 2006  ",,,,,,,Moscow,8.0,,,,
339905,Valid,Others,,,,,,,,,,,,,
339985,Valid,Others,,,,,,,,,,,,,
339997,Valid,Update,"May 23, 2006  ",,,,,,,Kirov region,1301.0,,,,
340002,Valid,Others,,,,,,,,,,,,,
340069,Valid,Update,"May 23, 2006  ",,,,,,,MGTS,25.0,,,,
340082,Valid,Others,,,,,,,,,,,,,
340101,Valid,Update,"May 24, 2006  ",,,,,,,France,511.0,,,,
340196,Valid,Others,,,,,,,,,,,,,
340203,Valid,Others,,,,,,,,,,,,,
340204,Valid,Others,,,,,,,,,,,,,
340209,Valid,Others,,,,,,,,,,,,,
340236,Valid,Update,"May 25, 2006  ",,,,,,,Uruguay,442.0,,,,
340237,Valid,Others,,,,,,,,,,,,,
340239,Valid,Others,,,,,,,,,,,,,
340248,Valid,Others,,,,,,,,,,,,,
340256,Valid,Update,"May 25, 2006  ","Russian Agricultural Bank, 7.175% 16may2013, USD (1)",5825.0,,,,,Russian Agricultural Bank,1672.0,,,,
340268,Valid,Others,,,,,,,,,,,,,
340320,Valid,Others,,,,,,,,,,,,,
340321,Valid,Others,,,,,,,,,,,,,
340331,Valid,Update,"May 26, 2006  ",,,,,,,Italy,520.0,,,,
340339,Valid,Others,,,,,,,,,,,,,
340377,Valid,Update,"May 26, 2006  ",,,,,,,Severstal,255.0,,,,
340391,Valid,Others,,,,,,,,,,,,,
340419,Valid,Others,,,,,,,,,,,,,
340449,Valid,Others,,,,,,,,,,,,,
340460,Valid,Others,,,,,,,,,,,,,
340472,Valid,Update,"May 29, 2006  ",,,,,,,ROSBANK,413.0,,,,
340509,Valid,Others,,,,,,,,,,,,,
340520,Valid,Others,,,,,,,,,,,,,
340544,Valid,Others,,,,,,,,,,,,,
340547,Valid,Others,,,,,,,,,,,,,
340589,Valid,Update,"May 30, 2006  ","BM-Bank, 7.335% 13may2013, USD",5802.0,,,,,BM-Bank,849.0,,,,
340643,Valid,Update,"May 31, 2006  ","Sberbank, 6.480% 15may2013, USD",5782.0,,,,,Sberbank,313.0,,,,
340645,Valid,Update,"May 31, 2006  ","Credit Bank of Moscow, 02",5759.0,,,,,,,,,,
340703,Valid,Update,"May 31, 2006  ",,,,,,,Komi republic,12.0,,,,
340791,Valid,Update,"June 01, 2006  ",,,,,,,VTB,50.0,,,,
340826,Valid,Others,,,,,,,,,,,,,
340857,Valid,Others,,,,,,,,,,,,,
340901,Valid,Update,"June 02, 2006  ",,,,,,,,,,,,
340907,Valid,Update,"June 02, 2006  ",,,,,,,ROSBANK,413.0,,,,
340908,Valid,Others,,,,,,,,,,,,,
340909,Valid,Others,,,,,,,,,,,,,
340910,Valid,Others,,,,,,,,,,,,,
340911,Valid,Others,,,,,,,,,,,,,
340944,Valid,Update,"June 02, 2006  ","Sitronics, 7.875% 2mar2009, USD",5553.0,,,,,Sitronics,3035.0,,,,
340958,Valid,Update,"June 05, 2006  ",,,,,,,TransCreditBank,975.0,,,,
341007,Valid,Others,,,,,,,,,,,,,
341056,Valid,Update,"June 05, 2006  ",,,,,,,,,,,,
341061,Valid,Update,"June 05, 2006  ",,,,,,,B&N Bank,53.0,,,,
341098,Valid,Others,,,,,,,,,,,,,
341118,Valid,Update,"June 06, 2006  ",,,,,,,Republic of Karelia,13.0,,,,
341201,Valid,Update,"June 07, 2006  ",,,,,,,IMPEXBANK,181.0,,,,
341213,Valid,Others,,,,,,,,,,,,,
341214,Valid,Others,,,,,,,,,,,,,
341215,Valid,Others,,,,,,,,,,,,,
341216,Valid,Others,,,,,,,,,,,,,
341217,Valid,Others,,,,,,,,,,,,,
341218,Valid,Others,,,,,,,,,,,,,
341286,Valid,Others,,,,,,,,,,,,,
341311,Valid,Others,,,,,,,,,,,,,
341314,Valid,Update,"June 08, 2006  ",,,,,,,,,,,,
341315,Valid,Others,,,,,,,,,,,,,
341338,Valid,Others,,,,,,,,,,,,,
341359,Valid,Others,,,,,,,,,,,,,
341399,Valid,Update,"June 08, 2006  ",,,,,,,ROSBANK,413.0,,,,
341427,Valid,Others,,,,,,,,,,,,,
341430,Valid,Others,,,,,,,,,,,,,
341450,Valid,Update,"June 09, 2006  ","VTB, 2034-A (RMBS, FRN)",6009.0,,,,,VTB,50.0,,,,
341507,Valid,Update,"June 09, 2006  ",,,,,,,Rostelecom,1577.0,,,,
341569,Valid,Update,"June 13, 2006  ",,,,,,,Brazil,420.0,,,,
341617,Valid,Others,,,,,,,,,,,,,
341626,Valid,Others,,,,,,,,,,,,,
341643,Valid,Update,"June 13, 2006  ",,,,,,,VTB 24,875.0,,,,
341667,Valid,Update,"June 14, 2006  ",,,,,,,,,,,,
341699,Valid,Update,"June 14, 2006  ",,,,,,,North Macedonia,2748.0,,,,
341700,Valid,Others,,,,,,,,,,,,,
341715,Valid,Others,,,,,,,,,,,,,
341729,Valid,Others,,,,,,,,,,,,,
341745,Valid,Others,,,,,,,,,,,,,
341757,Valid,Others,,,,,,,,,,,,,
341758,Valid,Others,,,,,,,,,,,,,
341760,Valid,Others,,,,,,,,,,,,,
341772,Valid,Others,,,,,,,,,,,,,
341785,Valid,Others,,,,,,,,,,,,,
341792,Valid,Update,"June 14, 2006  ",,,,,,,Rostelecom - Center,49.0,,,,
341859,Valid,Others,,,,,,,,,,,,,
341884,Valid,Others,,,,,,,,,,,,,
341885,Valid,Others,,,,,,,,,,,,,
341923,Valid,Update,"June 15, 2006  ",,,,,,,Turkey,441.0,,,,
341933,Valid,Others,,,,,,,,,,,,,
342075,Valid,Others,,,,,,,,,,,,,
342079,Valid,Others,,,,,,,,,,,,,
342134,Valid,Update,"June 19, 2006  ",,,,,,,ROSBANK,413.0,,,,
342146,Valid,Others,,,,,,,,,,,,,
342155,Valid,Update,"June 19, 2006  ",,,,,,,,,,,,
342179,Valid,Update,"June 20, 2006  ",,,,,,,Republic of Korea,429.0,,,,
342180,Valid,Update,"June 20, 2006  ",,,,,,,,,,,,
342184,Valid,Others,,,,,,,,,,,,,
342185,Valid,Others,,,,,,,,,,,,,
342306,Valid,Update,"June 21, 2006  ",,,,,,,FC EvrazHolding,179.0,,,,
342320,Valid,Update,"June 21, 2006  ",,,,,,,Rostelecom - North West,118.0,,,,
342351,Valid,Others,,,,,,,,,,,,,
342360,Valid,Others,,,,,,,,,,,,,
342368,Valid,Others,,,,,,,,,,,,,
342371,Valid,Others,,,,,,,,,,,,,
342381,Valid,Update,"June 21, 2006  ",,,,,,,SozGorBank,3245.0,,,,
342382,Valid,Update,"June 21, 2006  ",,,,,,,,,,,,
342419,Valid,Others,,,,,,,,,,,,,
342462,Valid,Update,"June 22, 2006  ",,,,,,,Soyuz Bank,847.0,,,,
342472,Valid,Update,"June 22, 2006  ",,,,,,,,,,,,
342550,Valid,Update,"June 23, 2006  ",,,,,,,Portugal,2597.0,,,,
342557,Valid,Others,,,,,,,,,,,,,
342559,Valid,Others,,,,,,,,,,,,,
342560,Valid,Others,,,,,,,,,,,,,
342578,Valid,Others,,,,,,,,,,,,,
342591,Valid,Update,"June 23, 2006  ","Aries, 9.60% 25oct2014, USD",2472.0,,,,,Aries,1404.0,,,,
342720,Valid,Update,"June 26, 2006  ",,,,,,,Severstal,255.0,,,,
342721,Valid,Update,"June 26, 2006  ",,,,,,,,,,,,
342723,Valid,Update,"June 26, 2006  ",,,,,,,,,,,,
342724,Valid,Update,"June 26, 2006  ",,,,,,,,,,,,
342725,Valid,Update,"June 26, 2006  ",,,,,,,,,,,,
342750,Valid,Others,,,,,,,,,,,,,
342751,Valid,Others,,,,,,,,,,,,,
342752,Valid,Others,,,,,,,,,,,,,
342753,Valid,Others,,,,,,,,,,,,,
342756,Valid,Update,"June 27, 2006  ",,,,,,,Bulgaria,419.0,,,,
342844,Valid,Others,,,,,,,,,,,,,
342886,Valid,Others,,,,,,,,,,,,,
342913,Valid,Others,,,,,,,,,,,,,
342940,Valid,Others,,,,,,,,,,,,,
342954,Valid,Update,"June 29, 2006  ",,,,,,,Ingosstrakh,11783.0,,,,
342955,Valid,Update,"June 29, 2006  ",,,,,,,,,,,,
342956,Valid,Others,,,,,,,,,,,,,
342958,Valid,Others,,,,,,,,,,,,,
342959,Valid,Others,,,,,,,,,,,,,
342968,Valid,Others,,,,,,,,,,,,,
342969,Valid,Others,,,,,,,,,,,,,
342975,Valid,Others,,,,,,,,,,,,,
342986,Valid,Others,,,,,,,,,,,,,
342987,Valid,Others,,,,,,,,,,,,,
342988,Valid,Others,,,,,,,,,,,,,
343018,Valid,Others,,,,,,,,,,,,,
343019,Valid,Others,,,,,,,,,,,,,
343021,Valid,Others,,,,,,,,,,,,,
343023,Valid,Others,,,,,,,,,,,,,
343025,Valid,Others,,,,,,,,,,,,,
343029,Valid,Others,,,,,,,,,,,,,
343052,Valid,Others,,,,,,,,,,,,,
343053,Valid,Others,,,,,,,,,,,,,
343054,Valid,Others,,,,,,,,,,,,,
343057,Valid,Others,,,,,,,,,,,,,
343058,Valid,Others,,,,,,,,,,,,,
343126,Valid,Others,,,,,,,,,,,,,
343130,Valid,Others,,,,,,,,,,,,,
343139,Valid,Others,,,,,,,,,,,,,
343142,Valid,Others,,,,,,,,,,,,,
343144,Valid,Others,,,,,,,,,,,,,
343164,Valid,Update,"July 03, 2006  ",,,,,,,Severstal,255.0,,,,
343236,Valid,Others,,,,,,,,,,,,,
343243,Valid,Others,,,,,,,,,,,,,
343307,Valid,Update,"July 04, 2006  ",,,,,,,VTB 24,875.0,,,,
343310,Valid,Update,"July 04, 2006  ",,,,,,,,,,,,
343311,Valid,Update,"July 04, 2006  ",,,,,,,,,,,,
343319,Valid,Others,,,,,,,,,,,,,
343341,Valid,Others,,,,,,,,,,,,,
343351,Valid,Update,"July 05, 2006  ",,,,,,,Republic of Korea,429.0,,,,
343379,Valid,Update,"July 05, 2006  ",,,,,,,Stirol,589.0,,,,
343420,Valid,Others,,,,,,,,,,,,,
343437,Valid,Others,,,,,,,,,,,,,
343460,Valid,Others,,,,,,,,,,,,,
343492,Valid,Update,"July 06, 2006  ","MTS Bank, 8.8% 29jun2009, USD",6055.0,,,,,,,,,,
343534,Valid,Others,,,,,,,,,,,,,
343557,Valid,Others,,,,,,,,,,,,,
343571,Valid,Others,,,,,,,,,,,,,
343574,Valid,Others,,,,,,,,,,,,,
343618,Valid,Others,,,,,,,,,,,,,
343625,Valid,Update,"July 07, 2006  ",,,,,,,Mexico,434.0,,,,
343626,Valid,Others,,,,,,,,,,,,,
343633,Valid,Update,"July 07, 2006  ",,,,,,,Stavropol region,9064.0,,,,
343657,Valid,Others,,,,,,,,,,,,,
343703,Valid,Update,"July 10, 2006  ",,,,,,,Lukoil,128.0,,,,
343715,Valid,Others,,,,,,,,,,,,,
343771,Valid,Others,,,,,,,,,,,,,
343828,Valid,Others,,,,,,,,,,,,,
343833,Valid,Others,,,,,,,,,,,,,
343837,Valid,Others,,,,,,,,,,,,,
343854,Valid,Update,"July 12, 2006  ",,,,,,,,,,,,
343855,Valid,Update,"July 12, 2006  ",,,,,,,Chile,445.0,,,,
343916,Valid,Others,,,,,,,,,,,,,
343921,Valid,Others,,,,,,,,,,,,,
343927,Valid,Others,,,,,,,,,,,,,
343953,Valid,Update,"July 13, 2006  ",,,,,,,Gazprom,21.0,,,,
344038,Valid,Others,,,,,,,,,,,,,
344044,Valid,Others,,,,,,,,,,,,,
344108,Valid,Update,"July 14, 2006  ",,,,,,,,,,,,
344109,Valid,Update,"July 14, 2006  ",,,,,,,Lebanon,431.0,,,,
344134,Valid,Others,,,,,,,,,,,,,
344138,Valid,Others,,,,,,,,,,,,,
344151,Valid,Others,,,,,,,,,,,,,
344162,Valid,Update,"July 17, 2006  ",,,,,,,FC EvrazHolding,179.0,,,,
344189,Valid,Others,,,,,,,,,,,,,
344222,Valid,Others,,,,,,,,,,,,,
344256,Valid,Others,,,,,,,,,,,,,
